order,config_id,model,abt_buy_mean,abt_buy_std,abt_buy_n,amazon_google_mean,amazon_google_std,amazon_google_n,walmart_amazon_mean,walmart_amazon_std,walmart_amazon_n,wdc_80_medium_seen_mean,wdc_80_medium_seen_std,wdc_80_medium_seen_n,wdc_80_medium_unseen_mean,wdc_80_medium_unseen_std,wdc_80_medium_unseen_n,link_lives_release2_mean,link_lives_release2_std,link_lives_release2_n
28,ditto_style_mixda,Ditto-style RoBERTa + MixDA,0.9624521862617101,0.017641658550890088,3,0.9196124458713212,0.020411329115094655,3,0.964729079232896,0.0027689734291385317,3,0.8233150231026255,0.005941746594931995,3,0.8251222390011926,0.004803541104708567,3,0.8138133768861223,0.027703795949141723,3
29,official_ditto_plain,Official Ditto,0.9737817216200675,0.003952958540198098,3,0.9397425371355281,0.01652305280558954,3,0.959163950192658,0.008684801289606315,3,0.8132326868941898,0.01368836359466131,3,0.83168201811836,0.0014126803330220287,3,0.751197028045878,0.0,3
30,official_ditto_mixda,Official Ditto + MixDA,0.9574362986700649,0.0023109062248360224,3,0.9233427746336256,0.011563858028572753,3,0.9578643234814412,0.0193010315279822,3,0.8108379887704347,0.004940595560273335,3,0.8250654997979044,0.011444229335636946,3,0.7509909068716117,0.00017850617317239042,3
31,anymatch,AnyMatch,0.8161583697259105,0.022430892661692906,3,0.6561373967900473,0.046449166449589865,3,0.7765630801834533,0.05130691434474345,3,0.3392906507435755,0.03351529915147376,3,0.3145910842808327,0.017907797969119062,3,0.39665119613371086,0.08061530286333927,3
32,hef_gbdt_mixda_e5,HEF-GBDT + MixDA-style augmentation + E5,0.9461038961038962,0.0,3,0.8784318242440408,0.0,3,0.8771157161563906,0.0,3,0.5936810958623491,0.0,3,0.676902151372665,0.0,3,0.012514407498468648,0.0,3
33,hef_gbdt_mixda_jina,HEF-GBDT + MixDA-style augmentation + Jina embedding,0.9328568617529656,0.0,3,0.8598256889667931,0.0,3,0.853111311653089,0.0,3,0.5679316802921908,0.0,3,0.6628473319455916,0.0,3,0.7256077832244902,0.0,3
34,hef_gbdt_mixda_roberta,HEF-GBDT + MixDA-style augmentation + RoBERTa embedding,0.9254277468563182,0.0,3,0.8791905528177277,0.0,3,0.8414355407103499,0.0,3,0.573874625052259,0.0,3,0.6559820784971387,0.0,3,0.7259200880339842,0.0,3
35,hef_gbdt_mixda_bert,HEF-GBDT + MixDA-style augmentation + BERT embedding,0.8639904942467804,0.0,3,0.7885564924684313,0.0,3,0.825463831686835,0.0,3,0.5559759539279525,0.0,3,0.6488099576361833,0.0,3,0.7262292697953833,0.0,3
36,hef_e5_jina_zero_shot,HEF-GBDT + E5 + Jina zero-shot,,,0,,,0,,,0,,,0,,,0,,,0
37,hef_e5_tuned_roberta,HEF-GBDT + E5 + fine-tuned RoBERTa (OOF),0.9592712842712843,0.02362639464911255,3,0.9277641731539241,0.005741689630168734,3,0.9665424694050648,0.007568716222368234,3,0.8399878922619596,0.00777180670163107,3,0.8597195420358661,0.008981812076855722,3,0.9435857773191098,0.00704593211010584,3
38,hef_e5_official_ditto,HEF-GBDT + E5 + Official Ditto,0.9630326372973431,0.005108143083986904,3,0.8865514047462025,0.051509511026891955,3,0.9477258480915928,0.016971065021631815,3,0.820028628598197,0.007169556966189615,3,0.8271852195388264,0.0285539052659294,3,0.4248981084820088,0.3486529446377044,3
39,hef_e5_official_ditto_mixda,HEF-GBDT + E5 + Official Ditto + MixDA,0.9704760967747981,0.007728198832441539,3,0.9209064216066083,0.020431942071912217,3,0.9454193502496611,0.006939848884191404,3,0.8508014195840804,0.006846403793021938,3,0.8552125577747596,0.012754318455886362,3,0.16596007990851658,0.1661507528753273,3
40,joint_neural_bert,Joint neural HEF + BERT (fine-tuned),0.9494976867950807,0.010041825672822384,3,0.9259645106386627,0.0032266429071285793,3,0.9715608465608466,0.006337031864543327,3,0.8079721220849783,0.014538465065492286,3,0.7908810248183888,0.012445232654046212,3,0.5715438156309005,0.15661838293118152,3
41,joint_neural_bge,Joint neural HEF + BGE (fine-tuned),0.9515257229542945,0.004447948182802565,3,0.9274207040232451,0.007952581158230877,3,0.9658280146709235,0.007270824362055952,3,0.7093399684262429,0.003772025269533617,3,0.6941510647325801,0.003339371892417851,3,0.7374770089778715,0.012512360901235874,3
42,joint_neural_e5,Joint neural HEF + E5 (fine-tuned),0.9612250322776639,0.005476283415040261,3,0.9152952251111761,0.004318333237239718,3,0.9363714811394716,0.03848964181546902,3,0.7387159046080146,0.012945162881755384,3,0.7435464408531187,0.016968172138499427,3,0.7551077713113766,0.048156475945553,3
43,joint_neural_gte,Joint neural HEF + GTE (fine-tuned),0.9697210772569624,0.005536133079692644,3,0.9428271627562064,0.004169510624254684,3,0.9655929718463215,0.0042896313777095125,3,0.763902464686156,0.012986503290561164,3,0.8063799032690273,0.014501435705528648,3,0.40383566213378,0.2165761465814927,3
44,joint_neural_jina,Joint neural HEF + Jina (fine-tuned),0.9629364142351156,0.00989514342136084,3,0.952476709838673,0.0030150277490150626,3,0.9543993954664138,0.00952429838858948,3,0.8344036120139207,0.011856739213843635,3,0.8604608116928866,0.011715160219974177,3,0.6975131246938469,0.27531928023094177,3
45,joint_neural_minilm,Joint neural HEF + MiniLM (fine-tuned),0.9225430323644609,0.006248232490818263,3,0.9285510329414297,0.003969632225610822,3,0.9350685609273395,0.0032620408721835744,3,0.6761984862298261,0.0033042809183510564,3,0.7134680607093027,0.004579044337210296,3,0.7822939722146174,0.0035672782661610807,3
46,joint_neural_roberta,Joint neural HEF + RoBERTa (fine-tuned),0.9733903662475092,0.0060710561239460765,3,0.9373501178711726,0.012677850949236605,3,0.9629589852236162,0.023005661176742288,3,0.8302772108904001,0.004390522805954396,3,0.8308255379287742,0.0071511896397816,3,0.7761998172082875,0.026836659958978784,3
47,hef_e5_tuned_jina,HEF-GBDT + E5 + fine-tuned Jina (OOF),0.9591512059369203,0.006164153008589862,3,0.9052488070892979,0.00951433186926238,3,0.9617733411626541,0.005695023682997932,3,0.8552314263475859,0.015401578246630923,3,0.8783935748544183,0.0009362708922757952,3,0.9323916039274295,0.023091389568639147,3
